X,Y
34.117593162407175,71.60731415127474
2.6910509401111335,15.012191065713875
11.01799363863057,30.002021285973452
9.218590534933485,26.92553813459653
8.795295054251518,22.942153948513038
40.60472533278868,79.58806059623491
46.16724990135282,87.92808681000737
13.828719889855313,25.962648122230018
40.987728079650104,85.07575154202546
44.494634655559295,95.99660048418198
25.648522761476595,52.90883612458211
12.248230053439823,28.695123861928973
41.21207980487057,82.28284667283114
10.688148168754774,26.474828256325168
37.07335261173548,68.11441621
31.49701022948404,74.88526661
46.37036292625835,96.10065259260983
11.595409430320942,26.601566811389503
39.95625643100414,83.70429214504657
25.90825184263571,54.00410968104988
11.577781240853374,29.57018163328799
8.295199662037229,27.11514238
24.889448424889693,60.51879411664865
29.136232030765996,71.56236243082645
9.216899371423986,36.81387556225741
0.7447458380116123,9.847390263835248
23.55666144452304,49.40349905334042
36.412166409163085,76.13948454802566
45.93002458867716,93.44410353334877
31.276700286773202,61.89272916152261
45.856128627380116,88.81817979987564
43.23451255468874,92.70176492096482
10.907143662499397,39.48366467494348
43.306371536912145,86.59246367616683
36.53759681856269,71.87988300744081
13.893264514946392,33.307648887158365
39.85217765917323,75.76313162669156
43.26108564218683,86.23272353720046
14.971894781872862,39.48407545617768
26.352104201514848,56.945729793190594
3.574340331169845,23.841278178475356
29.161920507552903,63.39678510691783
11.895319981480878,34.29829313067092
38.24818230518242,77.95418295
8.681581808770128,33.52084149514836
15.637112812538344,30.81272944932959
0.7237238395033485,9.481154869
1.6275960803294687,5.887540890511895
24.835092089767024,59.66080680365077
23.41562672132881,57.25006184
